Mod:Item:MetaData, Localized Name
techguns:itemshared:114, §6Minigun Ammo Drum (Incediary)
techguns:itemshared:115, §6Assault Rifle Magazine (Incendiary)
techguns:itemshared:116, §6LMG Magazine (Incendiary)
techguns:itemshared:117, Rocket (Tactical Nuke)
techguns:itemshared:118, Small Nuclear Warhead
techguns:itemshared:119, Mining Drill (Obsidian)
techguns:itemshared:120, Mining Drill (Carbon)
techguns:itemshared:121, Powerhammer Head (Obsidian)
techguns:itemshared:122, Powerhammer Head (Carbon)
techguns:itemshared:123, Chainsaw Blades (Obsidian)
techguns:itemshared:124, Chainsaw Blades (Carbon)
techguns:itemshared:125, Redstone Battery
techguns:itemshared:126, Redstone Battery (Empty)
techguns:itemshared:127, Gauss Rifle Slugs
techguns:itemshared:128, Gauss Rifle Barrel
techguns:itemshared:129, Shielded Titanium Barrel
techguns:itemshared:130, Titanium Receiver
techguns:itemshared:131, Plasma Generator
techguns:itemshared:132, Working Gloves
techguns:itemshared:133, Protective Fiber
techguns:itemshared:134, Small Ore Drill (Steel)
techguns:itemshared:135, Small Ore Drill (Obsidian Steel)
techguns:itemshared:136, Small Ore Drill (Carbon)
techguns:itemshared:137, Small Ore Drill (Steel)
techguns:itemshared:138, Medium Ore Drill (Obsidian Steel)
techguns:itemshared:139, Medium Ore Drill (Carbon)
techguns:itemshared:140, Large Ore Drill (Steel)
techguns:itemshared:141, Large Ore Drill (Obsidian Steel)
techguns:itemshared:142, Large Ore Drill (Carbon)
techguns:itemshared:143, §4AS50 Magazine (Explosive)
techguns:itemshared:144, §4Sniper Rounds (Explosive)
techguns:itemshared:145, §eRocket (High Velocity)
techguns:itemshared:146, Infusion Bag
techguns:itemshared:147, Armor Upgrade: Protection I
techguns:itemshared:148, Armor Upgrade: Projectile Protection I
techguns:itemshared:149, Armor Upgrade: Blast Protection I
techguns:itemshared:150, Armor Upgrade: Protection II
techguns:itemshared:151, Armor Upgrade: Projectile Protection II
techguns:itemshared:152, Armor Upgrade: Blast Protection II
techguns:itemshared:153, Armor Upgrade: Protection III
techguns:itemshared:154, Armor Upgrade: Projectile Protection III
techguns:itemshared:155, Armor Upgrade: Blast Protection III
techguns:radaway, RadAway
techguns:radpills, Anti-RAD Pills
techguns:gasmask, Gas Mask
techguns:glider, Glider
techguns:jumppack, Jumppack
techguns:scubatanks, Oxygen Tanks
techguns:nightvisiongoggles, Nightvision Goggles
techguns:jetpack, Jetpack
techguns:tacticalmask, Tactical Mask
techguns:antigravpack, Anti Gravity Device
techguns:item_door3x3:0, Techdoor
techguns:item_door3x3:1, Hangar Door (Up)
techguns:item_door3x3:2, Hangar Door (Down)
techguns:item_bunkerdoor, Bunker Door
techguns:combatknife, Combat Knife
techguns:crowbar, Crowbar
techguns:t1_combat_helmet, item.t1_combat_helmet.name
techguns:t1_combat_chestplate, item.t1_combat_chestplate.name
techguns:t1_combat_leggings, item.t1_combat_leggings.name
techguns:t1_combat_boots, item.t1_combat_boots.name
techguns:t1_scout_helmet, item.t1_scout_helmet.name
techguns:t1_scout_chestplate, item.t1_scout_chestplate.name
techguns:t1_scout_leggings, item.t1_scout_leggings.name
techguns:t1_scout_boots, item.t1_scout_boots.name
techguns:t1_miner_helmet, item.t1_miner_helmet.name
techguns:t1_miner_chestplate, item.t1_miner_chestplate.name
techguns:t1_miner_leggings, item.t1_miner_leggings.name
techguns:t1_miner_boots, item.t1_miner_boots.name
techguns:steam_helmet, item.steam_helmet.name
techguns:steam_chestplate, item.steam_chestplate.name
techguns:steam_leggings, item.steam_leggings.name
techguns:steam_boots, item.steam_boots.name
techguns:hazmat_helmet, item.hazmat_helmet.name
techguns:hazmat_chestplate, item.hazmat_chestplate.name
techguns:hazmat_leggings, item.hazmat_leggings.name
techguns:hazmat_boots, item.hazmat_boots.name
techguns:t2_combat_helmet, item.t2_combat_helmet.name
techguns:t2_combat_chestplate, item.t2_combat_chestplate.name
techguns:t2_combat_leggings, item.t2_combat_leggings.name
techguns:t2_combat_boots, item.t2_combat_boots.name
techguns:t2_commando_helmet, item.t2_commando_helmet.name
techguns:t2_commando_chestplate, item.t2_commando_chestplate.name
techguns:t2_commando_leggings, item.t2_commando_leggings.name
techguns:t2_commando_boots, item.t2_commando_boots.name
techguns:t2_riot_helmet, item.t2_riot_helmet.name
techguns:t2_riot_chestplate, item.t2_riot_chestplate.name
techguns:t2_riot_leggings, item.t2_riot_leggings.name
techguns:t2_riot_boots, item.t2_riot_boots.name
techguns:t3_combat_helmet, item.t3_combat_helmet.name
techguns:t3_combat_chestplate, item.t3_combat_chestplate.name
techguns:t3_combat_leggings, item.t3_combat_leggings.name
techguns:t3_combat_boots, item.t3_combat_boots.name
techguns:t3_power_helmet, item.t3_power_helmet.name
techguns:t3_power_chestplate, item.t3_power_chestplate.name
techguns:t3_power_leggings, item.t3_power_leggings.name
techguns:t3_power_boots, item.t3_power_boots.name
techguns:t3_miner_helmet, item.t3_miner_helmet.name
techguns:t3_miner_chestplate, item.t3_miner_chestplate.name
techguns:t3_miner_leggings, item.t3_miner_leggings.name
techguns:t3_miner_boots, item.t3_miner_boots.name
techguns:t3_exo_helmet, item.t3_exo_helmet.name
techguns:t3_exo_chestplate, item.t3_exo_chestplate.name
techguns:t3_exo_leggings, item.t3_exo_leggings.name
techguns:t3_exo_boots, item.t3_exo_boots.name
techguns:t2_beret, item.t2_beret.name
techguns:t4_praetor_helmet, item.t4_praetor_helmet.name
techguns:t4_praetor_chestplate, item.t4_praetor_chestplate.name
techguns:t4_praetor_leggings, item.t4_praetor_leggings.name
techguns:t4_praetor_boots, item.t4_praetor_boots.name
techguns:t4_power_helmet, item.t4_power_helmet.name
techguns:t4_power_chestplate, item.t4_power_chestplate.name
techguns:t4_power_leggings, item.t4_power_leggings.name
techguns:t4_power_boots, item.t4_power_boots.name
techguns:riot_shield, Riot Shield
techguns:ballistic_shield, Ballistic Shield
techguns:advanced_shield, Advanced Shield
techguns:handcannon, Hand Cannon
techguns:sawedoff, Double Barrel Shotgun
techguns:revolver, Revolver
techguns:goldenrevolver, Golden Revolver
techguns:thompson, Thompson SMG
techguns:ak47, AKM
techguns:boltaction, Bolt Action Rifle
techguns:m4, M4 Assault Rifle
techguns:m4_infiltrator, The Infiltrator
techguns:pistol, Pistol
techguns:combatshotgun, Combat Shotgun
techguns:mac10, Mac 10
techguns:flamethrower, Flamethrower
techguns:rocketlauncher, Rocket Launcher
techguns:grimreaper, Grim Reaper
techguns:grenadelauncher, Grenade Launcher
techguns:aug, AUG
techguns:netherblaster, Nether Blaster
techguns:biogun, Biogun
techguns:teslagun, Tesla Gun
techguns:lmg, Light Machine Gun
techguns:minigun, Minigun
techguns:as50, AS50 Sniper Rifle
techguns:vector, Vector
techguns:scar, SCAR
techguns:lasergun, Laser Rifle
techguns:blasterrifle, Blaster Rifle
techguns:scatterbeamrifle, Blaster Shotgun
techguns:sonicshotgun, Sonic Rifle
techguns:pdw, PDW
techguns:pulserifle, Pulse Rifle
techguns:mibgun, De-Atomizer Pistol
techguns:alienblaster, Alien Blaster
techguns:powerhammer, Power Hammer
techguns:chainsaw, Chainsaw
techguns:nucleardeathray, Nuclear Death Ray
techguns:gaussrifle, Gauss Rifle
techguns:guidedmissilelauncher, Guided Missile-Launcher
techguns:miningdrill, Mining Drill
techguns:tfg, TFG 10K
techguns:stielgranate, Stick Grenade
techguns:fraggrenade, Frag Grenade
mobblockshifters:mob_shifter, Mob Shifter
mobblockshifters:block_shifter, Block Shifter
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
powersuits:powerarmor_head, Power Armor Helmet
powersuits:powerarmor_torso, Power Armor Chestplate
powersuits:powerarmor_legs, Power Armor Leggings
powersuits:powerarmor_feet, Power Armor Boots
powersuits:power_fist, Power Fist
powersuits:powerarmorcomponent:0, Wiring
powersuits:powerarmorcomponent:1, Solenoid
powersuits:powerarmorcomponent:2, Servo Motor
powersuits:powerarmorcomponent:3, Glider Wing
powersuits:powerarmorcomponent:4, Ion Thruster
powersuits:powerarmorcomponent:5, LV Capacitor
powersuits:powerarmorcomponent:6, MV Capacitor
powersuits:powerarmorcomponent:7, HV Capacitor
powersuits:powerarmorcomponent:8, EV Capacitor
powersuits:powerarmorcomponent:9, Parachute
powersuits:powerarmorcomponent:10, Iron Plating
powersuits:powerarmorcomponent:11, Diamond Plating
powersuits:powerarmorcomponent:12, Force Field Emitter
powersuits:powerarmorcomponent:13, Hologram Emitter
powersuits:powerarmorcomponent:14, Carbon Myofiber
powersuits:powerarmorcomponent:15, Control Circuit
powersuits:powerarmorcomponent:16, Myofiber Gel
powersuits:powerarmorcomponent:17, Artificial Muscle
powersuits:powerarmorcomponent:18, Solar Panel
powersuits:powerarmorcomponent:19, Magnet
powersuits:powerarmorcomponent:20, Computer Chip
powersuits:powerarmorcomponent:21, Insulated Rubber Hose
powersuits:tinkertable, Power Armor Tinker Table
powersuits:luxcapacitor, Lux Capacitor
morecharcoal:apple_charcoal, Apple Charcoal
morecharcoal:beet_charcoal, Beet Charcoal
morecharcoal:chorus_charcoal, Chorus Fruit Charcoal
morecharcoal:potato_charcoal, Potato Charcoal
morecharcoal:sugarcane_charcoal, Sugarcane Charcoal
morecharcoal:carrot_charcoal, Carrot Charcoal
morecharcoal:bread_charcoal, Bread Charcoal
morecharcoal:egg_charcoal, Egg Charcoal
morecharcoal:melon_charcoal, Melon Charcoal
morecharcoal:charcoal_chunk, Charcoal Chunk
morecharcoal:charcoal_block, Block of Charcoal
morecharcoal:sugarcane_charcoal_block, Block of Sugarcane Charcoal
morecharcoal:carrot_charcoal_block, Block of Carrot Charcoal
morecharcoal:beet_charcoal_block, Block of Beet Charcoal
morecharcoal:apple_charcoal_block, Block of Apple Charcoal
morecharcoal:chorus_charcoal_block, Block of Chorus Charcoal
morecharcoal:potato_charcoal_block, Block of Potato Charcoal
morecharcoal:egg_charcoal_block, Block of Egg Charcoal
morecharcoal:bread_charcoal_block, Block of Bread Charcoal
morecharcoal:melon_charcoal_block, Block of Melon Charcoal
openscreens:backflatscreen1, Flatscreen (Back) (Tier 1)
openscreens:backflatscreen2, §eFlatscreen (Back) (Tier 2)
openscreens:backflatscreen3, §bFlatscreen (Back) (Tier 3)
openscreens:frontflatscreen1, Flatscreen (Front) (Tier 1)
openscreens:frontflatscreen2, §eFlatscreen (Front) (Tier 2)
openscreens:frontflatscreen3, §bFlatscreen (Front) (Tier 3)
openscreens:holoscreen1, Holo Screen (Tier 1)
openscreens:holoscreen2, §eHolo Screen (Tier 2)
openscreens:holoscreen3, §bHolo Screen (Tier 3)
opensecurity:alarm, Alarm
opensecurity:keypad, Keypad
opensecurity:data_block, Data Block
opensecurity:card_writer, Card Writer
opensecurity:biometric_reader, Biometric Reader
opensecurity:energy_turret, Energy Turret
opensecurity:entity_detector, Entity Detector
opensecurity:security_terminal, Security Terminal
opensecurity:rolldoor_element, Rolldoor Element
opensecurity:rfid_reader, RFID Reader
opensecurity:nanofog_terminal, NanoFog Terminal
opensecurity:mag_reader, Magnetic Card Reader
opensecurity:private_secure_door, Private Security Door
opensecurity:secure_door, Security Door
opensecurity:nanofog, NanoFog
opensecurity:door_controller, Door Controller
opensecurity:rolldoor_controller, Rolldoor Controller
opensecurity:rolldoor, Rolldoor
opensecurity:rfid_card, RFID Card
opensecurity:energy_upgrade, Energy Upgrade
opensecurity:cooldown_upgrade, Cooldown Upgrade
opensecurity:damage_upgrade, Damage Upgrade
opensecurity:movement_upgrade, Movement Upgrade
opensecurity:rfid_reader_card, RFID Reader Card
opensecurity:mag_card, Magnetic Strip Card
opensecurity:nanodna, NanoDNA
openweaponry:detonator_card, Detonator Card
pickletweaks:colored_cobblestone:0, White Cobblestone
pickletweaks:colored_cobblestone:1, Orange Cobblestone
pickletweaks:colored_cobblestone:2, Magenta Cobblestone
pickletweaks:colored_cobblestone:3, Light Blue Cobblestone
pickletweaks:colored_cobblestone:4, Yellow Cobblestone
pickletweaks:colored_cobblestone:5, Lime Cobblestone
pickletweaks:colored_cobblestone:6, Pink Cobblestone
pickletweaks:colored_cobblestone:7, Gray Cobblestone
pickletweaks:colored_cobblestone:8, Light Gray Cobblestone
pickletweaks:colored_cobblestone:9, Cyan Cobblestone
pickletweaks:colored_cobblestone:10, Purple Cobblestone
pickletweaks:colored_cobblestone:11, Blue Cobblestone
pickletweaks:colored_cobblestone:12, Brown Cobblestone
pickletweaks:colored_cobblestone:13, Green Cobblestone
pickletweaks:colored_cobblestone:14, Red Cobblestone
pickletweaks:colored_cobblestone:15, Black Cobblestone
pickletweaks:dark_glass, Dark Glass
pickletweaks:coal_piece:0, Coal Piece
pickletweaks:coal_piece:1, Charcoal Piece
pickletweaks:diamond_apple, Diamond Apple
pickletweaks:emerald_apple, Emerald Apple
pickletweaks:watering_can, Watering Can
pickletweaks:hammer, Hammer
pickletweaks:grass_fiber, Grass Fiber
pickletweaks:grass_mesh, Grass Fiber Mesh
pickletweaks:mesh, Mesh
pickletweaks:reinforced_mesh, Reinforced Mesh
pickletweaks:magnet, Magnet
pickletweaks:nightvision_goggles, Night Vision Goggles
pickletweaks:nightvision_goggles_c, Compressed Night Vision Goggles
pickletweaks:mortar_and_pestle, Mortar and Pestle
pickletweaks:dye_powder:0, White Dye Powder
pickletweaks:dye_powder:1, Orange Dye Powder
pickletweaks:dye_powder:2, Magenta Dye Powder
pickletweaks:dye_powder:3, Light Blue Dye Powder
pickletweaks:dye_powder:4, Yellow Dye Powder
pickletweaks:dye_powder:5, Lime Dye Powder
pickletweaks:dye_powder:6, Pink Dye Powder
pickletweaks:dye_powder:7, Gray Dye Powder
pickletweaks:dye_powder:8, Light Gray Dye Powder
pickletweaks:dye_powder:9, Cyan Dye Powder
pickletweaks:dye_powder:10, Purple Dye Powder
pickletweaks:dye_powder:11, Blue Dye Powder
pickletweaks:dye_powder:12, Brown Dye Powder
pickletweaks:dye_powder:13, Green Dye Powder
pickletweaks:dye_powder:14, Red Dye Powder
pickletweaks:dye_powder:15, Black Dye Powder
pickletweaks:repair_kit:0, Wood Repair Kit
pickletweaks:repair_kit:1, Stone Repair Kit
pickletweaks:repair_kit:2, Iron Repair Kit
pickletweaks:repair_kit:3, Gold Repair Kit
pickletweaks:repair_kit:4, Diamond Repair Kit
pickletweaks:repair_kit:5, Flint Repair Kit
pickletweaks:repair_kit:12, Aluminum Repair Kit
pickletweaks:repair_kit:13, Copper Repair Kit
pickletweaks:repair_kit:14, Tin Repair Kit
pickletweaks:repair_kit:15, Bronze Repair Kit
pickletweaks:repair_kit:16, Lead Repair Kit
pickletweaks:repair_kit:17, Silver Repair Kit
pickletweaks:repair_kit:18, Nickel Repair Kit
pickletweaks:repair_kit:19, Invar Repair Kit
pickletweaks:repair_kit:20, Constantan Repair Kit
pickletweaks:repair_kit:21, Electrum Repair Kit
pickletweaks:repair_kit:22, Steel Repair Kit
pickletweaks:repair_kit:23, Platinum Repair Kit
pickletweaks:wooden_paxel, Wooden Paxel
pickletweaks:stone_paxel, Stone Paxel
pickletweaks:iron_paxel, Iron Paxel
pickletweaks:golden_paxel, Golden Paxel
pickletweaks:diamond_paxel, Diamond Paxel
pickletweaks:aluminum_paxel, Aluminum Paxel
pickletweaks:copper_paxel, Copper Paxel
pickletweaks:tin_paxel, Tin Paxel
pickletweaks:bronze_paxel, Bronze Paxel
pickletweaks:lead_paxel, Lead Paxel
pickletweaks:silver_paxel, Silver Paxel
pickletweaks:nickel_paxel, Nickel Paxel
pickletweaks:invar_paxel, Invar Paxel
pickletweaks:constantan_paxel, Constantan Paxel
pickletweaks:electrum_paxel, Electrum Paxel
pickletweaks:steel_paxel, Steel Paxel
pickletweaks:platinum_paxel, Platinum Paxel
pickletweaks:flint_sword, Flint Sword
pickletweaks:flint_pickaxe, Flint Pickaxe
pickletweaks:flint_shovel, Flint Shovel
pickletweaks:flint_axe, Flint Axe
pickletweaks:flint_hoe, Flint Hoe
pickletweaks:flint_paxel, Flint Paxel
pickletweaks:flint_shears, Flint Shears
planetprogression:telescope, Telescope
planetprogression:telescope_fake_block, tile.telescope_fake_block.name
planetprogression:research_paper_0, Research Paper
planetprogression:research_paper_1, Research Paper
planetprogression:research_paper_2, Research Paper
planetprogression:research_paper_3, Research Paper
planetprogression:research_paper_4, Research Paper
planetprogression:research_paper_5, Research Paper
planetprogression:research_paper_6, Research Paper
planetprogression:research_paper_7, Research Paper
planetprogression:research_paper_8, Research Paper
planetprogression:research_paper_9, Research Paper
planetprogression:research_paper_10, Research Paper
planetprogression:research_paper_11, Research Paper
planetprogression:research_paper_12, Research Paper
planetprogression:research_paper_13, Research Paper
planetprogression:research_paper_14, Research Paper
planetprogression:research_paper_15, Research Paper
planetprogression:research_paper_16, Research Paper
planetprogression:research_paper_17, Research Paper
planetprogression:research_paper_18, Research Paper
planetprogression:research_paper_19, Research Paper
planetprogression:research_paper_20, Research Paper
planetprogression:research_paper_21, Research Paper
planetprogression:research_paper_22, Research Paper
planetprogression:research_paper_23, Research Paper
planetprogression:research_paper_24, Research Paper
planetprogression:research_paper_25, Research Paper
planetprogression:research_paper_26, Research Paper
planetprogression:research_paper_27, Research Paper
planetprogression:research_paper_28, Research Paper
planetprogression:research_paper_29, Research Paper
planetprogression:research_paper_30, Research Paper
planetprogression:research_paper_31, Research Paper
planetprogression:research_paper_32, Research Paper
planetprogression:research_paper_33, Research Paper
planetprogression:research_paper_34, Research Paper
planetprogression:research_paper_35, Research Paper
planetprogression:research_paper_36, Research Paper
planetprogression:research_paper_37, Research Paper
portality:controller, Portal Controller
portality:frame, Portal Frame
portality:module_interdimensional, Interdimensional Module
portality:module_items:0, Item Module (Type: Input§r)
portality:module_items:1, Item Module (Type: Output§r)
portality:module_fluids:0, Fluid Module (Type: Input§r)
portality:module_fluids:1, Fluid Module (Type: Output§r)
portality:module_energy:0, Energy Module (Type: Input§r)
portality:module_energy:1, Energy Module (Type: Output§r)
portality:creative_creator, Creative Creator
psf:target_selector, Target Selector
psf:crafting_material:0, Mirror
psf:crafting_material:1, Light Filament
psf:fuel_valve, Fuel Valve
psf:strut_cube, Cubic Strut
psf:strut_slope, Sloped Strut
psf:controller_simple, Satellite Controller
psf:remote_control_system, Remote Control System
psf:payload_separator, Payload Separator
psf:fuel_tank, Fuel Tank
psf:thruster_simple, Simple Thruster
psf:kerosene_extractor, Kerosene Extractor
psf:air_intake, Air Intake
psf:air_compressor, Air Compressor
psf:air_separator, Air Separator
psf:solar_panel_small, Small Solar Panel
psf:solar_panel_large, Large Solar Panel
psf:battery_simple, Simple Battery
psf:entity_detector_simple, Simple Entity Detector
psf:entity_marker, Simple Entity Marker
psf:terrain_scanner, Terrain Scanner
psf:laser, Laser
rftoolspower:power_core1, Power Core (Low)
rftoolspower:power_core2, Power Core (Medium)
rftoolspower:power_core3, Power Core (High)
rftoolspower:cell1, Powercell (Low)
rftoolspower:cell2, Powercell (Medium)
rftoolspower:cell3, Powercell (High)
rftoolspower:information_screen, Information Screen
simplybackpacks:commonbackpack, Common Backpack
simplybackpacks:uncommonbackpack, Uncommon Backpack
simplybackpacks:rarebackpack, Rare Backpack
simplybackpacks:epicbackpack, Epic Backpack
speedyhoppers:speedyhopper_mk1, Speedy Hopper I
speedyhoppers:speedyhopper_mk2, Speedy Hopper II
speedyhoppers:speedyhopper_mk3, Speedy Hopper III
sct:stone_crafting_plate, Stone Crafting Plate
sct:stone_stick, Stone Stick
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
csam:sharpened_bone, Sharpened Bone
csam:sharpened_flint, Sharpened Flint
csam:chain, Chain
csam:clay_knife_head, Clay Sword Head
csam:clay_pick_head, Clay Pickaxe Head
csam:clay_axe_head, Clay Axe Head
csam:clay_hoe_head, Clay Hoe Head
csam:clay_spade_head, Clay Shovel Head
csam:terracotta_knife_head, Terracotta Sword Head
csam:terracotta_pick_head, Terracotta Pickaxe Head
csam:terracotta_axe_head, Terracotta Axe Head
csam:terracotta_hoe_head, Terracotta Hoe Head
csam:terracotta_spade_head, Terracotta Shovel Head
csam:bone_knife, Bone Knife
csam:bone_pick, Bone Pick
csam:bone_hatchet, Bone Hatchet
csam:bone_hoe, Bone Hoe
csam:flint_knife, Flint Knife
csam:flint_pick, Flint Pick
csam:flint_hatchet, Flint Hatchet
csam:flint_hoe, Flint Hoe
csam:flint_spade, Flint Spade
csam:netherrack_sword, Netherrack Sword
csam:netherrack_pickaxe, Netherrack Pickaxe
csam:netherrack_axe, Netherrack Axe
csam:netherrack_hoe, Netherrack Hoe
csam:netherrack_shovel, Netherrack Shovel
csam:quartz_knife, Quartz Knife
csam:quartz_pick, Quartz Pick
csam:quartz_hatchet, Quartz Hatchet
csam:quartz_hoe, Quartz Hoe
csam:sandstone_sword, Sandstone Sword
csam:sandstone_pickaxe, Sandstone Pickaxe
csam:sandstone_axe, Sandstone Axe
csam:sandstone_hoe, Sandstone Hoe
csam:sandstone_shovel, Sandstone Shovel
csam:terracotta_knife, Terracotta Sword
csam:terracotta_pick, Terracotta Pickaxe
csam:terracotta_axe, Terracotta Axe
csam:terracotta_hoe, Terracotta Hoe
csam:terracotta_spade, Terracotta Spade
csam:crude_shield, Crude Shield
csam:cactus_stew, Cactus Stew
csam:nether_wart_stew, Nether Wart Stew
csam:chorus_stew, Chorus Stew
csam:carrot_soup, Carrot Soup
csam:potato_soup, Potato Soup
csam:scrap_wood_planks, Scrap Wood Planks
csam:scrap_wood_stairs, Scrap Wood Stairs
csam:mud_brick_wet, Wet Mud Bricks
csam:mud_brick, Mud Bricks
csam:mud_brick_stairs, Mud Brick Stairs
csam:snow_brick, Snow Bricks
csam:snow_brick_stairs, Snow Brick Stairs
csam:mud_brick_slab:0, Mud Brick Slab
csam:scrap_wood_slab:0, Scrap Wood Slab
csam:snow_brick_slab:0, Snow Brick Slab
thermallogistics:requester:0, Requester
thermallogistics:requester:1, Hardened Requester
thermallogistics:requester:2, Reinforced Requester
thermallogistics:requester:3, Signalum Requester
thermallogistics:requester:4, Resonant Requester
thermallogistics:crafter:0, Crafter
thermallogistics:crafter:1, Hardened Crafter
thermallogistics:crafter:2, Reinforced Crafter
thermallogistics:crafter:3, Signalum Crafter
thermallogistics:crafter:4, Resonant Crafter
thermallogistics:distributor:0, Distributor
thermallogistics:distributor:1, Hardened Distributor
thermallogistics:distributor:2, Reinforced Distributor
thermallogistics:distributor:3, Signalum Distributor
thermallogistics:distributor:4, Resonant Distributor
thermallogistics:manager, Network Manager
thermallogistics:terminal_item, Terminal
torchmaster:frozen_pearl, Frozen Pearl
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
twistedtweaks:liquid_void, Liquid Void
twistedtweaks:test, Music Disc
